9590:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9593:1348,110556,19399,19395,5987,103548,103544,120122,120124,53902
9606:5254,5981,46136,46132,19972,44793,12831,50417,22678,65261
9612:1958,3431,559,322,110556,19399,19395,5987,103548,103544
9613:1287,110556,19399,19395,5987,103548,103544,120122,120124,53902
9614:18639,91137,82991,64670,57664,117523,107708,68341,35218,81997
9630:2685,14498,2318,5981,46136,46132,19972,44793,12831,50417
9665:1102,616,84,6011,378,110556,19399,19395,5987,103548
9666:398,110556,19399,19395,5987,103548,103544,120122,120124,53902
9668:9289,12248,50843,110556,19399,19395,5987,103548,103544,120122
9680:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9685:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
9693:131,110556,19399,19395,5987,103548,103544,120122,120124,53902
9694:2265,1462,20173,1913,2265,110556,19399,19395,103548,113011
9696:924,5981,46136,46132,19972,44793,12831,50417,22678,65261
9711:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
9722:46215,34168,1359,20355,2917,2200,8651,3632,301,110556
9727:1501,85656,39860,7612,24032,238,5981,46136,46132,19972
9742:1348,110556,19399,19395,103548,113011,88394,46132,97157,88023
9745:65845,4563,650,110556,19399,19395,5987,103548,103544,120122
9752:8066,82991,64670,10705,21619,69171,46864,65884,50417,52811
9753:48,3389,899,1187,875,2789,6450,15242,2935,2162
9755:8521,110556,19399,19395,5987,103548,103544,120122,120124,53902
9757:10273,110556,19399,19395,103548,113011,88394,46132,97157,88023
9786:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9808:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
9810:5253,5981,113011,82991,88391,46136,46132,88022,64670,10705
9812:7760,110556,19399,19395,5987,103548,103544,120122,120124,53902
9813:18532,65,110556,19399,19395,5987,103548,103544,120122,120124
9818:17,110556,19399,19395,5987,103548,103544,120122,120124,53902
9820:422,51014,110556,19399,19395,5987,103548,103544,120122,120124
9824:16465,5083,441,24564,100015,69171,54173,54174,57664,90295
9827:17,131,2429,20132,4364,10353,1152,15,2162,110556
9831:9709,2318,801,5981,46136,46132,19972,44793,12831,50417
9834:65,110556,19399,19395,5987,103548,103544,120122,120124,53902
9837:3841,5542,110556,19399,19395,5987,103548,103544,120122,120124
9839:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
9840:11991,91137,82991,64670,57664,117523,107708,68341,35218,81997
9864:9387,190,3,15,110556,19399,19395,5987,103548,103544
9879:26782,110556,19399,19395,5987,103548,103544,120122,120124,53902
9890:1240,3476,116,110556,19399,19395,5987,103548,103544,120122
9891:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9892:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
9896:28517,5117,10046,110556,19399,19395,5987,103548,103544,120122
9899:17,2946,4239,361,2703,51760,110556,19399,19395,103548
9900:1348,3003,46215,110556,19399,19395,5987,103548,103544,120122
9911:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
9926:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9927:394,119,116,356,1217,110556,19399,19395,5987,103548
9929:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
9944:37390,18045,10705,69171,44793,52811,22678,65260,57664,68348
9945:31972,38746,18287,110556,82999,46132,46791,21613,12832,65886
9946:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
9961:10705,69171,44793,52811,22678,65260,57664,68348,94334,119864
9984:14914,14914,110556,82999,46132,46791,21613,12832,65886,98108
10030:3632,2452,61,363,322,23849,58,6,598,110556
10040:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10050:46132,16704,10705,69176,44793,55622,57664,113141,94334,108108
10051:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
10073:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10078:16996,110556,19399,19395,5987,103548,103544,120122,120124,53902
10082:46132,16704,10705,69176,44793,55622,57664,113141,94334,108108
10084:3183,3183,3183,3183,3183,82991,64670,10705,21619,69171
10086:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10088:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
10090:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10110:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10111:2686,1696,4249,110556,19399,19395,5987,103548,103544,120122
10115:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10117:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10130:4239,4239,4239,4239,4239,5981,113011,82991,88391,46136
10132:1287,110556,19399,19395,5987,103548,103544,120122,120124,53902
10133:46864,65884,49159,110559,23500,109998,78355,108437,102860,113026
10136:12635,9722,110556,19399,19395,5987,103548,103544,120122,120124
10140:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10148:14498,5981,46136,46132,19972,44793,12831,50417,22678,65261
10155:1410,5303,947,3393,5582,103,10761,9910,356,64562
10156:2715,5981,46136,46132,19972,44793,12831,50417,22678,65261
10194:41883,65744,103291,17615,110556,19399,19395,5987,103548,103544
10196:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10200:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10210:1435,398,398,14964,5598,398,110556,19399,19395,5987
10233:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10235:7087,47278,17257,46864,94279,65884,22678,65261,98108,57664
10236:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
10237:289,508,7624,110556,19399,19395,5987,103548,103544,120122
10249:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10254:285,110556,19399,19395,5987,103548,103544,120122,120124,53902
10267:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10275:6129,41588,36706,110556,19399,19395,5987,103548,103544,120122
10276:17,454,110556,19399,19395,5987,103548,103544,120122,120124
10279:1550,110556,19399,19395,5987,103548,103544,120122,120124,53902
10302:495,4113,3194,1324,285,1567,395,239,31733,2369
10303:17692,10705,69171,44793,52811,22678,65260,57664,68348,94334
10304:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10306:2059,3476,16811,10861,46215,110556,19399,19395,5987,103548
10313:3233,5928,3824,110556,19399,19395,5987,103548,103544,120122
10317:30634,110556,19399,19395,5987,103548,103544,120122,120124,53902
10335:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
10339:1372,559,4719,90265,875,55929,17385,9617,24309,119
10342:119,3323,559,17431,2032,39833,2032,110556,19399,19395
10346:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
10359:29,596,17,110556,19399,19395,5987,103548,103544,120122
10364:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10366:17,110556,19399,19395,5987,103548,103544,120122,120124,53902
10371:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
10377:81912,1587,1804,654,110556,19399,19395,5987,103548,103544
10378:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10387:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
10388:568,819,5076,5048,354,14003,110556,19399,19395,5987
10392:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10408:57664,105636,109998,90986,113026,55938,55016,16306,41380,5854
10420:26140,18316,3407,5103,110556,19399,19395,5987,103548,103544
10427:3039,59380,110556,19399,19395,5987,103548,103544,120122,120124
10439:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10445:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
10454:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10471:1405,5954,2566,16092,110556,19399,19395,5987,103548,103544
10478:901,354,62,2801,194,289,5254,40892,69780,17
10479:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10480:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10488:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10502:23967,28605,28605,28605,28605,23967,23967,5981,46136,46132
10513:124,54344,110556,19399,19395,5987,103548,103544,120122,120124
10523:100015,69171,54173,54174,57664,90295,121023,58552,112002,109998
10543:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
10554:2092,17257,46864,94279,65884,22678,65261,98108,57664,24145
10563:508,76,11535,11252,378,1930,10869,110556,19399,19395
10564:8066,2829,311,2675,110556,19399,19395,5987,103548,103544
10570:303,8109,110556,19399,19395,5987,103548,103544,120122,120124
10573:533,82991,64670,10705,21619,69171,46864,65884,50417,52811
10580:26567,57664,96740,49159,106624,109998,112644,79550,100094,111639
10636:236,110556,19399,19395,5987,103548,103544,120122,120124,53902
10655:354,278,110556,19399,19395,5987,103548,103544,120122,120124
10691:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10693:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10698:6130,110556,19399,19395,5987,103548,103544,120122,120124,53902
10707:10682,110556,19399,19395,103548,113011,88394,46132,97157,88023
10710:10012,449,110556,19399,19395,5987,103548,103544,120122,120124
10726:177,5981,113011,82991,88391,46136,46132,88022,64670,10705
10747:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10758:65,110556,19399,19395,5987,103548,103544,120122,120124,53902
10770:4671,377,46132,16704,10705,69176,44793,55622,57664,113141
10779:29,110556,19399,19395,5987,103548,103544,120122,120124,53902
10794:616,110556,19399,19395,103548,113011,88394,46132,97157,88023
10801:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10807:18143,2387,1057,8579,16776,58829,1389,157,4275,110556
10820:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10842:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
10843:559,110556,19399,19395,5987,103548,103544,120122,120124,53902
10844:32910,110556,19399,19395,103548,113011,88394,46132,97157,88023
10845:10492,26567,57664,96740,49159,106624,109998,112644,79550,100094
10854:20390,20390,20390,20390,46132,16704,10705,69176,44793,55622
10858:15,530,392,15224,7508,110556,19399,19395,5987,103548
10871:5604,110556,19399,19395,103548,113011,88394,46132,97157,88023
10892:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
10905:11717,110556,19399,19395,103548,113011,88394,46132,97157,88023
10908:1360,18712,110556,19399,19395,5987,103548,103544,120122,120124
10913:7148,14596,19442,17257,46864,94279,65884,22678,65261,98108
10920:1476,28325,17431,1405,289,7785,15,22606,110556,19399
10955:16281,6243,10511,11991,899,110556,19399,19395,5987,103548
10956:17,544,17,110556,19399,19395,5987,103548,103544,120122
10968:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
10991:7281,385,20288,110556,19399,19395,103548,113011,88394,46132
10999:568,11122,356,110556,19399,19395,5987,103548,103544,120122
11000:4616,19275,13596,81,48106,3374,91137,82991,64670,57664
11022:244,110556,19399,19395,5987,103548,103544,120122,120124,53902
11034:650,110556,19399,19395,5987,103548,103544,120122,120124,53902
11037:8066,11626,46132,16704,10705,69176,44793,55622,57664,113141
11047:4275,17257,46864,94279,65884,22678,65261,98108,57664,24145
11055:2703,17257,46864,94279,65884,22678,65261,98108,57664,24145
11099:97,110556,19399,19395,5987,103548,103544,120122,120124,53902
11105:50830,295,17,915,952,559,45237,6033,2789,496
11110:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11118:5981,113011,82991,88391,46136,46132,88022,64670,10705,69171
11132:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11134:18867,3137,110556,19399,19395,5987,103548,103544,120122,120124
11135:65,110556,19399,19395,5987,103548,103544,120122,120124,53902
11149:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11150:46132,16704,10705,69176,44793,55622,57664,113141,94334,108108
11193:225,225,225,82991,64670,10705,21619,69171,46864,65884
11211:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
11222:36943,5981,113011,82991,88391,46136,46132,88022,64670,10705
11228:4991,13881,1340,14983,100015,69171,54173,54174,57664,90295
11240:100015,69171,54173,54174,57664,90295,121023,58552,112002,109998
11259:669,100015,69171,54173,54174,57664,90295,121023,58552,112002
11264:2868,302,3234,110556,19399,19395,5987,103548,103544,120122
11273:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11278:16105,273,12187,16105,110556,19399,19395,103548,113011,88394
11279:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
11280:298,82991,64670,10705,21619,69171,46864,65884,50417,52811
11287:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11332:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
11360:17257,46864,94279,65884,22678,65261,98108,57664,24145,49162
11363:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11378:52302,17257,46864,94279,65884,22678,65261,98108,57664,24145
11388:901,16804,190,110556,19399,19395,5987,103548,103544,120122
11394:4364,1372,1173,2140,110556,19399,19395,5987,103548,103544
11404:19963,110556,19399,19395,5987,103548,103544,120122,120124,53902
11414:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11418:2318,3107,6024,5981,46136,46132,19972,44793,12831,50417
11419:116,398,8359,224,273,3039,138,1097,15540,1200
11426:21816,6673,74776,14642,30374,110556,19399,19395,5987,103548
11427:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
11428:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11431:285,110556,19399,19395,5987,103548,103544,120122,120124,53902
11437:1696,1902,5981,46136,46132,19972,44793,12831,50417,22678
11439:49123,10705,69171,44793,52811,22678,65260,57664,68348,94334
11444:518,110556,19399,19395,5987,103548,103544,120122,120124,53902
11458:6346,483,1196,58,4083,3057,110556,19399,19395,5987
11462:65,110556,19399,19395,103548,113011,88394,46132,97157,88023
11463:709,1405,8276,110556,19399,19395,5987,103548,103544,120122
11484:34601,110556,19399,19395,103548,113011,88394,46132,97157,88023
11507:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11510:296,190,190,302,650,110556,19399,19395,5987,103548
11511:2520,2520,5981,46136,46132,19972,44793,12831,50417,22678
11525:952,19963,29,16216,4173,10454,2361,110556,19399,19395
11529:4721,29,301,23490,51364,837,86759,110556,19399,19395
11535:19963,1913,110556,19399,19395,5987,103548,103544,120122,120124
11537:7478,110556,19399,19395,103548,113011,88394,46132,97157,88023
11538:1384,5263,4364,30911,13863,110556,19399,19395,5987,103548
11540:32307,57664,109998,20124,60112,113026,33209,86550,55938,55016
11552:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11554:1455,10703,69172,108108,70134,87295,16005,77668,49159,16918
11558:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11569:8730,19984,454,394,110556,19399,19395,5987,103548,103544
11584:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11586:12092,650,7264,55062,1405,119,24467,110556,19399,19395
11603:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11606:25271,6855,110556,19399,19395,5987,103548,103544,120122,120124
11614:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11616:363,21645,568,3231,14630,2953,52762,14857,30065,110556
11651:62,110556,19399,19395,5987,103548,103544,120122,120124,53902
11657:12601,110556,19399,19395,5987,103548,103544,120122,120124,53902
11660:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11670:14696,7029,110556,19399,19395,103548,113011,88394,46132,97157
11676:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
11685:4481,28847,110556,19399,19395,5987,103548,103544,120122,120124
11699:5403,5981,46136,46132,19972,44793,12831,50417,22678,65261
11700:3886,650,1568,110556,19399,19395,103548,113011,88394,46132
11716:2337,110556,19399,19395,103548,113011,88394,46132,97157,88023
11719:1455,10703,69172,108108,70134,87295,16005,77668,49159,16918
11723:9581,39947,5567,70532,110556,19399,19395,5987,103548,103544
11738:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11749:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
11775:81162,17183,12627,1462,110556,19399,19395,5987,103548,103544
11781:650,8730,119,110556,19399,19395,5987,103548,103544,120122
11788:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11795:10985,4357,2008,4510,3375,5304,5567,110556,19399,19395
11799:10039,110556,19399,19395,103548,113011,88394,46132,97157,88023
11818:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11825:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11835:215,110556,19399,19395,5987,103548,103544,120122,120124,53902
11836:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11838:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11839:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11843:50502,5122,16461,100015,69171,54173,54174,57664,90295,121023
11844:755,110556,19399,19395,5987,103548,103544,120122,120124,53902
11847:7716,17745,6315,54442,100015,69171,54173,54174,57664,90295
11851:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11856:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
11863:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
11864:94,91137,82991,64670,57664,117523,107708,68341,35218,81997
11865:17,110556,19399,19395,5987,103548,103544,120122,120124,53902
11883:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
11884:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
11885:1340,100015,69171,54173,54174,57664,90295,121023,58552,112002
11892:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
11893:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
11896:10705,69171,44793,52811,22678,65260,57664,68348,94334,119864
11910:1927,17,572,110556,19399,19395,5987,103548,103544,120122
11913:761,110556,19399,19395,5987,103548,103544,120122,120124,53902
11922:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11928:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11929:3137,1220,19465,65,1281,110556,19399,19395,5987,103548
11939:57664,62127,109998,73018,87034,57708,113026,55938,55016,59438
11956:62,3235,110556,19399,19395,5987,103548,103544,120122,120124
11962:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
11968:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
11972:2121,110556,19399,19395,5987,103548,103544,120122,120124,53902
11979:724,110556,19399,19395,103548,113011,88394,46132,97157,88023
11983:2369,3101,14468,1039,26350,26350,15744,302,15744,26350
11988:5753,15,1444,13175,1196,6115,110556,19399,19395,5987
11990:23393,24876,4461,102858,32472,107996,17,302,654,76
11996:8725,46864,65884,49159,110559,23500,109998,78355,108437,102860
11999:16036,1002,3618,2347,7630,100015,69171,54173,54174,57664
12008:12282,1508,2172,110556,19399,19395,5987,103548,103544,120122
12010:55062,5981,113011,82991,88391,46136,46132,88022,64670,10705
12011:34099,62,2146,14057,409,449,110556,19399,19395,103548
12027:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12028:7560,1217,5465,2316,354,4578,110556,19399,19395,5987
12037:6759,6708,1239,110556,19399,19395,5987,103548,103544,120122
12047:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12050:53415,110556,19399,19395,5987,103548,103544,120122,120124,53902
12067:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
12084:8730,110556,19399,19395,5987,103548,103544,120122,120124,53902
12094:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12130:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12170:76,110556,19399,19395,5987,103548,103544,120122,120124,53902
12199:418,110556,19399,19395,5987,103548,103544,120122,120124,53902
12211:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12213:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12232:4181,110556,19399,19395,5987,103548,103544,120122,120124,53902
12234:1626,65,110556,19399,19395,5987,103548,103544,120122,120124
12235:1240,110556,19399,19395,5987,103548,103544,120122,120124,53902
12237:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
12239:75790,82991,64670,10705,21619,69171,46864,65884,50417,52811
12263:17164,110556,19399,19395,5987,103548,103544,120122,120124,53902
12268:944,15088,110556,82999,46132,46791,21613,12832,65886,98108
12271:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12272:3304,3256,427,110556,19399,19395,5987,103548,103544,120122
12296:5397,6450,2162,17265,8579,110556,19399,19395,5987,103548
12310:4034,1382,124,1109,8276,22606,110556,19399,19395,5987
12327:19673,110556,19399,19395,103548,113011,88394,46132,97157,88023
12328:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12356:5465,110556,19399,19395,5987,103548,103544,120122,120124,53902
12360:21410,116,749,285,5969,38893,13681,110556,19399,19395
12364:65,327,17,110556,19399,19395,5987,103548,103544,120122
12373:28945,110556,82999,46132,46791,21613,12832,65886,98108,57664
12375:608,47623,6526,931,110556,19399,19395,5987,103548,103544
12376:13716,110556,82999,46132,46791,21613,12832,65886,98108,57664
12379:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12406:13765,38342,986,12710,110556,82999,46132,46791,21613,12832
12416:8661,25812,34944,70314,2608,1287,110556,19399,19395,5987
12428:81,110556,19399,19395,5987,103548,103544,120122,120124,53902
12433:5581,3661,110556,19399,19395,5987,103548,103544,120122,120124
12443:1987,327,65,110556,19399,19395,5987,103548,103544,120122
12453:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12464:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12467:82991,64670,10705,21619,69171,46864,65884,50417,52811,22671
12474:79469,2908,8213,110556,19399,19395,5987,103548,103544,120122
12480:239,6496,2770,1217,2770,26605,110556,19399,19395,5987
12496:8105,654,4414,285,401,110556,19399,19395,5987,103548
12498:901,110556,19399,19395,5987,103548,103544,120122,120124,53902
12505:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12512:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12531:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12532:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
12533:3632,9617,110556,19399,19395,5987,103548,103544,120122,120124
12534:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12536:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12540:1017,1057,1348,26450,110556,19399,19395,5987,103548,103544
12541:2982,2982,110556,19399,19395,5987,103548,103544,120122,120124
12544:15122,110556,19399,19395,5987,103548,103544,120122,120124,53902
12549:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12552:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12555:30168,30729,110556,19399,19395,103548,113011,88394,46132,97157
12556:17,84,110556,19399,19395,5987,103548,103544,120122,120124
12559:17,39,10526,4837,2162,110556,19399,19395,5987,103548
12562:48208,88524,109998,29256,90396,122685,69920,113026,115685,55938
12564:1023,9894,6442,2976,110556,19399,19395,5987,103548,103544
12568:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12573:1548,110556,19399,19395,5987,103548,103544,120122,120124,53902
12587:3250,1561,431,110556,19399,19395,5987,103548,103544,120122
12595:6559,5981,113011,82991,88391,46136,46132,88022,64670,10705
12601:51041,56420,78581,14012,110556,19399,19395,5987,103548,103544
12604:962,17468,3234,3250,110556,19399,19395,5987,103548,103544
12616:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12622:2626,1548,110556,19399,19395,5987,103548,103544,120122,120124
12628:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12630:245,22253,3456,581,119,110556,19399,19395,5987,103548
12642:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12660:483,110556,19399,19395,5987,103548,103544,120122,120124,53902
12662:26528,59585,3233,110556,19399,19395,5987,103548,103544,120122
12663:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12669:1832,273,110556,19399,19395,5987,103548,103544,120122,120124
12676:46215,5981,46136,46132,19972,44793,12831,50417,22678,65261
12700:5122,100015,69171,54173,54174,57664,90295,121023,58552,112002
12701:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12723:100015,69171,54173,54174,57664,90295,121023,58552,112002,109998
12725:285,3886,110556,19399,19395,5987,103548,103544,120122,120124
12739:16258,16258,16258,5981,46136,46132,19972,44793,12831,50417
12753:7700,32242,6790,5184,18301,3393,485,115811,110556,19399
12754:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12761:5214,110556,19399,19395,103548,113011,88394,46132,97157,88023
12766:15289,5103,91137,82991,64670,57664,117523,107708,68341,35218
12767:46132,16704,10705,69176,44793,55622,57664,113141,94334,108108
12773:29671,7548,5981,113011,82991,88391,46136,46132,88022,64670
12779:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12780:2980,5981,113011,82991,88391,46136,46132,88022,64670,10705
12794:16258,2917,2669,46215,1276,425,1099,1164,110556,19399
12795:1395,110556,19399,19395,5987,103548,103544,120122,120124,53902
12796:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12799:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
12804:1825,1965,1382,110556,19399,19395,5987,103548,103544,120122
12807:4040,14287,46132,16704,10705,69176,44793,55622,57664,113141
12811:673,427,1109,116,236,110556,19399,19395,5987,103548
12836:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12841:46132,16704,10705,69176,44793,55622,57664,113141,94334,108108
12852:568,37220,568,110556,19399,19395,5987,103548,103544,120122
12860:119,559,114059,110556,19399,19395,5987,103548,103544,120122
12885:5303,110556,19399,19395,5987,103548,103544,120122,120124,53902
12892:1245,110556,19399,19395,5987,103548,103544,120122,120124,53902
12898:15,11522,13221,266,110556,19399,19395,5987,103548,103544
12902:53291,14408,17257,46864,94279,65884,22678,65261,98108,57664
12912:8276,4262,110556,19399,19395,5987,103548,103544,120122,120124
12918:58,36584,14437,31713,62776,110556,19399,19395,5987,103548
12928:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12931:12480,4107,1475,322,58,13498,110556,19399,19395,5987
12934:3516,110556,19399,19395,5987,103548,103544,120122,120124,53902
12939:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
12956:14486,19912,110556,82999,46132,46791,21613,12832,65886,98108
12967:427,1050,110556,19399,19395,5987,103548,103544,120122,120124
12970:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12985:14463,14528,110556,19399,19395,5987,103548,103544,120122,120124
12986:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12991:110556,19399,19395,103548,113011,88394,46132,97157,88023,64670
12998:182,7700,110556,19399,19395,5987,103548,103544,120122,120124
13004:5465,110556,19399,19395,103548,113011,88394,46132,97157,88023
13019:4357,4357,110556,19399,19395,103548,113011,88394,46132,97157
13024:48747,110556,19399,19395,103548,113011,88394,46132,97157,88023
13025:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
13039:5975,13341,14606,13341,5975,72770,46132,16704,10705,69176
13040:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
13050:91137,82991,64670,57664,117523,107708,68341,35218,81997,87295
13060:1125,91137,82991,64670,57664,117523,107708,68341,35218,81997
13062:2026,2026,5998,110556,19399,19395,5987,103548,103544,120122
13071:10041,89376,57664,19596,112644,64216,29254,90986,30918,24235
13080:22205,26567,57664,96740,49159,106624,109998,112644,79550,100094
13081:363,285,395,17,1245,3702,110556,19399,19395,5987
13087:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
13092:22603,65,110556,19399,19395,5987,103548,103544,120122,120124
13094:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
13106:55938,55016,66224,94914,9915,55285,11241,54099,110318,104201
13109:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
13110:5981,46136,46132,19972,44793,12831,50417,22678,65261,41064
13116:110556,82999,46132,46791,21613,12832,65886,98108,57664,43851
13152:17,110556,19399,19395,5987,103548,103544,120122,120124,53902
13153:96,110556,19399,19395,103548,113011,88394,46132,97157,88023
13177:24761,110556,19399,19395,5987,103548,103544,120122,120124,53902
13179:110556,19399,19395,5987,103548,103544,120122,120124,53902,113011
